id,title,category,word_count,content_clean
cnt_0046,Entendendo stacking classifiers em métodos ensemble,Data Science,25,entendendo stacking classifiers em métodos ensemble. notas práticas sobre stacking classifiers usando métodos ensemble com o objetivo de combinar vários modelos para melhorar a acurácia.
cnt_0047,Boas práticas de PyTorch para construir redes neurais,Data Science,29,boas práticas de pytorch para construir redes neurais. notas práticas sobre construir redes neurais usando pytorch com o objetivo de definir camadas e loops de treino personalizados do zero.
cnt_0048,Boas práticas de avaliação de modelos para matrizes de confusão,Data Science,30,boas práticas de avaliação de modelos para matrizes de confusão. explorando matrizes de confusão com avaliação de modelos como forma de entender os tipos de erro que um classificador comete.
cnt_0049,Schema Registry do Apache Kafka,Data Engineering,22,schema registry do apache kafka. gerenciando schemas avro ou json em pipelines de streaming kafka em tempo real usando o schema registry.
cnt_0050,Boas práticas de teste de pipeline de dados para testes unitários de transformações,Data Engineering,39,boas práticas de teste de pipeline de dados para testes unitários de transformações. notas práticas sobre testes unitários de transformações em teste de pipeline de dados com o objetivo de detectar bugs antes que cheguem aos dados de produção.
cnt_0051,Um guia prático de tratamento de schema drift,Data Engineering,33,um guia prático de tratamento de schema drift. uma visão geral do tratamento de schema drift em ingestão de dados com foco em adaptar pipelines quando a estrutura dos dados de origem muda.
cnt_0052,Entendendo o tratamento de arquivos grandes em uploads multipart,Backend,30,entendendo o tratamento de arquivos grandes em uploads multipart. explorando o tratamento de arquivos grandes com uploads multipart como forma de processar uploads de arquivos de forma eficiente no backend.
cnt_0053,Métodos ensemble: stacking classifiers,Data Science,22,métodos ensemble stacking classifiers. um olhar prático sobre stacking classifiers em métodos ensemble essencial para combinar vários modelos para melhorar a acurácia.
cnt_0054,Por que observabilidade centralizada importa em monitoramento de nuvem,Cloud,27,por que observabilidade centralizada importa em monitoramento de nuvem. explorando observabilidade centralizada com monitoramento de nuvem como forma de rastrear métricas e logs entre recursos na nuvem.
cnt_0055,Entendendo o tratamento de valores ausentes em limpeza de dados,Data Science,32,entendendo o tratamento de valores ausentes em limpeza de dados. conceitos-chave por trás do tratamento de valores ausentes em limpeza de dados relevantes para decidir entre imputar remover ou sinalizar dados faltantes.
cnt_0056,Escalonamento de desempenho de OCI Block Volume,Cloud,28,escalonamento de desempenho de oci block volume. ajustando dinamicamente os níveis de desempenho de iops do block volume sem downtime para atender à demanda de bancos de dados.
cnt_0057,AWS Lambda: funções serverless,Cloud,20,aws lambda funções serverless. explorando funções serverless com aws lambda como forma de executar código sem provisionar ou gerenciar servidores.
cnt_0058,Go a fundo: goroutines,Backend,22,go a fundo goroutines. uma visão geral de goroutines em go com foco em executar tarefas concorrentes leves usando channels para sincronização.
cnt_0059,Por que round robin vs least connections importa em algoritmos de balanceamento de carga,Backend,38,por que round robin vs least connections importa em algoritmos de balanceamento de carga. conceitos-chave por trás de round robin vs least connections em algoritmos de balanceamento de carga relevantes para distribuir tráfego igualmente entre réplicas do backend.
cnt_0060,Primeiros passos com balanceadores de carga na nuvem,Cloud,33,primeiros passos com balanceadores de carga na nuvem. notas práticas sobre distribuição de tráfego globalmente usando balanceadores de carga na nuvem com o objetivo de rotear usuários para a região saudável mais próxima.
cnt_0061,Um guia prático de workflows reutilizáveis,DevOps,24,um guia prático de workflows reutilizáveis. um olhar prático sobre workflows reutilizáveis em github actions essencial para compartilhar lógica de ci entre vários repositórios.
cnt_0062,Backfill histórico de dados no Airflow,Data Engineering,20,backfill histórico de dados no airflow. executando backfills históricos no apache airflow sem sobrecarregar bancos de dados ou tarefas ativas.
cnt_0063,Primeiros passos com ajuste de hiperparâmetros,Data Science,26,primeiros passos com ajuste de hiperparâmetros. como ajuste de hiperparâmetros lida com grid search vs random search útil para encontrar sistematicamente a melhor configuração de modelo.
cnt_0064,Um guia prático de atributos ARIA,Frontend,25,um guia prático de atributos aria. conceitos-chave por trás de atributos aria em acessibilidade a11y relevantes para tornar widgets interativos utilizáveis com leitores de tela.
cnt_0065,Por que fine-tuning de modelos pré-treinados importa em transfer learning,Data Science,33,por que fine-tuning de modelos pré-treinados importa em transfer learning. um olhar prático sobre fine-tuning de modelos pré-treinados em transfer learning essencial para adaptar modelos grandes a uma nova tarefa com menos dados.
cnt_0066,Entendendo builds multi-stage em Docker,DevOps,23,entendendo builds multi-stage em docker. explorando builds multi-stage com docker como uma forma de manter imagens de container pequenas e prontas para produção.
cnt_0067,Primeiros passos com Tailwind CSS,Frontend,21,primeiros passos com tailwind css. como tailwind css lida com classes utility-first útil para estilizar componentes sem escrever arquivos css customizados.
cnt_0068,Primeiros passos com Web Vitals,Frontend,25,primeiros passos com web vitals. explorando largest contentful paint com web vitals como uma forma de medir o desempenho de carregamento percebido por usuários reais.
cnt_0069,Boas práticas de conformidade na nuvem para requisitos de residência de dados,Cloud,33,boas práticas de conformidade na nuvem para requisitos de residência de dados. explorando requisitos de residência de dados com conformidade na nuvem como uma forma de manter dados dentro dos limites geográficos exigidos.
cnt_0070,Boas práticas de particionamento de dados para particionamento por data,Data Engineering,33,boas práticas de particionamento de dados para particionamento por data. explorando particionamento por data com particionamento de dados como uma forma de melhorar o desempenho de consultas em tabelas grandes de data lake.
cnt_0071,Boas práticas de ingestão de dados para tratamento de schema drift,Data Engineering,36,boas práticas de ingestão de dados para tratamento de schema drift. uma visão geral de tratamento de schema drift em ingestão de dados com foco em adaptar pipelines quando a estrutura dos dados de origem muda.
cnt_0072,Por que o algoritmo token bucket importa em rate limiting,Backend,31,por que o algoritmo token bucket importa em rate limiting. explorando o algoritmo token bucket com rate limiting como uma forma de proteger uma api contra abuso e picos de tráfego.
cnt_0073,Primeiros passos com gerenciamento de segredos,DevOps,25,primeiros passos com gerenciamento de segredos. como gerenciamento de segredos lida com hashicorp vault útil para armazenar credenciais com segurança em vez de texto puro.
cnt_0074,Governança de dados a fundo: políticas de controle de acesso,Data Engineering,34,governança de dados a fundo políticas de controle de acesso. notas práticas sobre políticas de controle de acesso usando governança de dados com o objetivo de controlar quem pode ver ou modificar datasets sensíveis.
cnt_0075,Entendendo design de star schema em data warehousing,Databases,27,entendendo design de star schema em data warehousing. uma visão geral de design de star schema em data warehousing com foco em otimizar tabelas para consultas analíticas.
cnt_0076,Primeiros passos com Flutter,Mobile,28,primeiros passos com flutter. um olhar prático sobre a árvore de widgets em flutter essencial para construir uis multiplataforma a partir de uma única base de código dart.
cnt_0077,PostgreSQL a fundo: estratégias de indexação,Databases,26,postgresql a fundo estratégias de indexação. notas práticas sobre estratégias de indexação usando postgresql com o objetivo de acelerar o desempenho de consultas em tabelas grandes.
cnt_0078,Injeção de dependência no NestJS,Backend,22,injeção de dependência no nestjs. como funcionam a injeção de dependência e os providers no nestjs. criando serviços injetáveis e resolvendo dependências.
cnt_0079,Primeiros passos com grupos de auto scaling,DevOps,29,primeiros passos com grupos de auto scaling. notas práticas sobre políticas de escalonamento usando grupos de auto scaling com o objetivo de adicionar ou remover instâncias conforme a demanda.
cnt_0080,Primeiros passos com monitoramento de banco de dados,Databases,28,primeiros passos com monitoramento de banco de dados. como monitoramento de banco de dados lida com logs de consultas lentas útil para identificar consultas que precisam de otimização.
cnt_0081,Entendendo penalidades L1 e L2 em regularização,Data Science,28,entendendo penalidades l1 e l2 em regularização. explorando penalidades l1 e l2 com regularização como uma forma de evitar que um modelo sofra overfitting nos dados de treino.
cnt_0082,Avaliação de modelos a fundo: matrizes de confusão,Data Science,31,avaliação de modelos a fundo matrizes de confusão. notas práticas sobre matrizes de confusão usando avaliação de modelos com o objetivo de entender os tipos de erro que um classificador comete.
cnt_0083,OAuth2: fluxos de autorização,Backend,23,oauth2 fluxos de autorização. como oauth2 lida com fluxos de autorização útil para delegar acesso sem compartilhar a senha do usuário com terceiros.
cnt_0084,Primeiros passos com Helm charts,DevOps,22,primeiros passos com helm charts. explorando templates de manifests do kubernetes com helm charts como uma forma de reutilizar configuração entre ambientes.
cnt_0085,Boas práticas de FastAPI para validação com Pydantic,Backend,27,boas práticas de fastapi para validação com pydantic. conceitos-chave por trás de validação com pydantic em fastapi relevantes para impor schemas de requisição automaticamente com type hints.
cnt_0086,Entendendo bancos de dados embarcados em SQLite,Databases,31,entendendo bancos de dados embarcados em sqlite. notas práticas sobre bancos de dados embarcados usando sqlite com o objetivo de armazenar dados localmente sem um servidor de banco de dados separado.
cnt_0087,Pipelines ELT: transformação de dados no warehouse,Data Engineering,31,pipelines elt transformação de dados no warehouse. uma visão geral de transformação de dados no warehouse em pipelines elt com foco em aproveitar o poder de computação do warehouse para transformações.
cnt_0088,Um guia prático de failover multi-região,Cloud,25,um guia prático de failover multi-região. como recuperação de desastres na nuvem lida com failover multi-região útil para manter sistemas disponíveis durante uma falha regional.
cnt_0089,Indexação de banco de dados: B-tree vs hash indexes,Databases,37,indexação de banco de dados b-tree vs hash indexes. notas práticas sobre b-tree vs hash indexes usando indexação de banco de dados com o objetivo de escolher o tipo certo de índice para um padrão de consulta.
cnt_0090,Por que consumidores do RabbitMQ importa em filas de mensagens,Backend,33,por que consumidores do rabbitmq importa em filas de mensagens. um olhar prático sobre consumidores do rabbitmq em filas de mensagens essencial para desacoplar trabalho lento em segundo plano do ciclo de requisição-resposta.
cnt_0091,Boas práticas de desempenho mobile para redução do tempo de inicialização do app,Mobile,40,boas práticas de desempenho mobile para redução do tempo de inicialização do app. conceitos-chave por trás de redução do tempo de inicialização do app em desempenho mobile relevantes para melhorar a primeira impressão que os usuários têm de um app.
cnt_0092,Um guia prático de navegação em single page applications,Frontend,31,um guia prático de navegação em single page applications. explorando navegação em single page applications com roteamento no cliente como uma forma de trocar de tela sem recarregar a página inteira.
cnt_0093,Um guia prático de bibliotecas de componentes,Frontend,28,um guia prático de bibliotecas de componentes. uma visão geral de bibliotecas de componentes em design systems com foco em manter consistência visual entre equipes de produto grandes.
cnt_0094,Canary releases: rollout gradual,DevOps,24,canary releases rollout gradual. como canary releases lida com rollout gradual útil para expor uma nova versão a um pequeno subconjunto de usuários primeiro.
cnt_0095,Primeiros passos com feature flags,DevOps,24,primeiros passos com feature flags. notas práticas sobre entrega progressiva usando feature flags com o objetivo de ativar e desativar features sem reimplantar código.
cnt_0096,Primeiros passos com teste de pipeline de dados,Data Engineering,33,primeiros passos com teste de pipeline de dados. conceitos-chave por trás de testes unitários de transformações em teste de pipeline de dados relevantes para detectar bugs antes que cheguem aos dados de produção.
cnt_0097,Entendendo HashiCorp Vault em gerenciamento de segredos,DevOps,28,entendendo hashicorp vault em gerenciamento de segredos. conceitos-chave por trás de hashicorp vault em gerenciamento de segredos relevantes para armazenar credenciais com segurança em vez de texto puro.
cnt_0098,Next.js a fundo: renderização no servidor (SSR),Frontend,32,next.js a fundo renderização no servidor ssr . um olhar prático sobre renderização no servidor ssr em next.js essencial para melhorar o tempo de primeira renderização e o seo de apps react.
cnt_0099,Integração com Azure Active Directory,Cloud,21,integração com azure active directory. configurando identidade corporativa single sign-on sso e controle de acesso a recursos com o azure ad.
cnt_0100,Um guia prático de module federation,Frontend,26,um guia prático de module federation. explorando module federation com micro frontends como uma forma de permitir que equipes independentes publiquem partes da mesma aplicação web.
cnt_0101,Chaos Engineering: testes de injeção de falhas,DevOps,30,chaos engineering testes de injeção de falhas. conceitos-chave por trás de testes de injeção de falhas em chaos engineering relevantes para verificar se os sistemas se recuperam bem de falhas.
cnt_0102,Primeiros passos com IAM na nuvem,Cloud,27,primeiros passos com iam na nuvem. como iam na nuvem lida com acesso de privilégio mínimo útil para conceder apenas as permissões que um recurso realmente precisa.
cnt_0103,Primeiros passos com armazenamento em nuvem,Cloud,31,primeiros passos com armazenamento em nuvem. um olhar prático sobre camadas de armazenamento frio vs quente em armazenamento em nuvem essencial para equilibrar custo e velocidade de recuperação de dados armazenados.
cnt_0104,TensorFlow: API de alto nível do Keras,Data Science,26,tensorflow api de alto nível do keras. explorando api de alto nível do keras com tensorflow como uma forma de prototipar modelos de deep learning rapidamente.
cnt_0105,Boas práticas de migrações de banco de dados para mudanças versionadas de schema,Databases,42,boas práticas de migrações de banco de dados para mudanças versionadas de schema. explorando mudanças versionadas de schema com migrações de banco de dados como uma forma de evoluir o schema de um banco de dados com segurança ao longo do tempo.
cnt_0106,Por que transações ACID em data lakes importa em Delta Lake,Data Engineering,33,por que transações acid em data lakes importa em delta lake. explorando transações acid em data lakes com delta lake como uma forma de adicionar confiabilidade a armazenamento de dados em larga escala.
cnt_0107,Um guia prático de redução do tempo de inicialização do app,Mobile,38,um guia prático de redução do tempo de inicialização do app. um olhar prático sobre redução do tempo de inicialização do app em desempenho mobile essencial para melhorar a primeira impressão que os usuários têm de um app.
cnt_0108,Teste de pipeline de dados: testes unitários de transformações,Data Engineering,35,teste de pipeline de dados testes unitários de transformações. notas práticas sobre testes unitários de transformações usando teste de pipeline de dados com o objetivo de detectar bugs antes que cheguem aos dados de produção.
cnt_0109,Boas práticas de algoritmos de balanceamento de carga para round robin vs least connections,Backend,39,boas práticas de algoritmos de balanceamento de carga para round robin vs least connections. notas práticas sobre round robin vs least connections usando algoritmos de balanceamento de carga com o objetivo de distribuir tráfego igualmente entre réplicas do backend.
cnt_0110,Por que escalonamento baseado em métricas customizadas importa em auto scaling,Cloud,32,por que escalonamento baseado em métricas customizadas importa em auto scaling. explorando escalonamento baseado em métricas customizadas com auto scaling como uma forma de reagir a sinais de carga específicos da aplicação.
cnt_0111,Por que arquitetura snowflake importa em data warehouses,Data Engineering,29,por que arquitetura snowflake importa em data warehouses. uma visão geral de arquitetura snowflake em data warehouses com foco em separar armazenamento e computação em cargas de trabalho analíticas.
cnt_0112,Primeiros passos com verificações de qualidade de dados,Data Engineering,31,primeiros passos com verificações de qualidade de dados. explorando regras de validação com verificações de qualidade de dados como uma forma de detectar dados ruins antes que cheguem aos sistemas seguintes.
cnt_0113,Por que integrações orientadas a eventos importa em webhooks,Backend,28,por que integrações orientadas a eventos importa em webhooks. como webhooks lida com integrações orientadas a eventos útil para notificar sistemas externos quando algo acontece em tempo real.
cnt_0114,Jenkins a fundo: pipelines declarativos,DevOps,21,jenkins a fundo pipelines declarativos. como jenkins lida com pipelines declarativos útil para definir etapas de build e deploy como código.
cnt_0115,Boas práticas de AWS Lambda para funções serverless,Cloud,27,boas práticas de aws lambda para funções serverless. notas práticas sobre funções serverless usando aws lambda com o objetivo de executar código sem provisionar ou gerenciar servidores.
cnt_0116,Por que regras de acesso de rede importa em grupos de segurança na nuvem,Cloud,40,por que regras de acesso de rede importa em grupos de segurança na nuvem. notas práticas sobre regras de acesso de rede usando grupos de segurança na nuvem com o objetivo de controlar tráfego de entrada e saída de recursos.
cnt_0117,Bloqueio de banco de dados (locking) a fundo: prevenção de deadlocks,Databases,33,bloqueio de banco de dados locking a fundo prevenção de deadlocks. um olhar prático sobre prevenção de deadlocks em bloqueio de banco de dados locking essencial para evitar transações que se bloqueiam indefinidamente.
cnt_0118,Implementando CORS no FastAPI,Backend,19,implementando cors no fastapi. como configurar cross-origin resource sharing no fastapi usando corsmiddleware para permitir requisições seguras do navegador.
cnt_0119,Por que importância de features importa em Random Forest,Data Science,31,por que importância de features importa em random forest. uma visão geral de importância de features em random forest com foco em entender quais variáveis influenciam as previsões de um modelo.
cnt_0120,Acompanhamento de métricas DORA no DevOps,DevOps,21,acompanhamento de métricas dora no devops. medindo a performance do time usando deployment frequency lead time mttr e change failure rate.
cnt_0121,Por que reutilização de conexões de banco de dados importa em pool de conexões,Databases,38,por que reutilização de conexões de banco de dados importa em pool de conexões. conceitos-chave por trás de reutilização de conexões de banco de dados em pool de conexões relevantes para reduzir overhead em aplicações de alto tráfego.
cnt_0122,Um guia prático de otimização de consultas,Databases,25,um guia prático de otimização de consultas. um olhar prático sobre otimização de consultas em mysql essencial para reescrever consultas lentas usando planos do explain.
cnt_0123,Um guia prático de tarefas idempotentes,Data Engineering,26,um guia prático de tarefas idempotentes. um olhar prático sobre tarefas idempotentes em pipelines de dados essencial para reexecutar um pipeline com segurança sem duplicar dados.
cnt_0124,Bancos de dados em nuvem: serviços de banco de dados gerenciados,Cloud,35,bancos de dados em nuvem serviços de banco de dados gerenciados. como bancos de dados em nuvem lida com serviços de banco de dados gerenciados útil para delegar backups e atualizações ao provedor de nuvem.
cnt_0125,Acessibilidade mobile: VoiceOver e TalkBack,Mobile,26,acessibilidade mobile voiceover e talkback. uma visão geral de voiceover e talkback em acessibilidade mobile com foco em tornar apps utilizáveis para usuários com deficiência visual.
cnt_0126,Primeiros passos com nuvem híbrida,Cloud,25,primeiros passos com nuvem híbrida. um olhar prático sobre conexão entre on-premises e nuvem em nuvem híbrida essencial para estender infraestrutura existente para a nuvem.
cnt_0127,GraphQL: resolvers,Backend,20,graphql resolvers. um olhar prático sobre resolvers em graphql essencial para buscar apenas os campos que o cliente pede explicitamente.
cnt_0128,Boas práticas de Kubernetes para autoscaling horizontal de pods,DevOps,26,boas práticas de kubernetes para autoscaling horizontal de pods. explorando autoscaling horizontal de pods com kubernetes como uma forma de ajustar réplicas automaticamente conforme a carga.
cnt_0129,Boas práticas de filas de mensagens para consumidores do RabbitMQ,Backend,33,boas práticas de filas de mensagens para consumidores do rabbitmq. conceitos-chave por trás de consumidores do rabbitmq em filas de mensagens relevantes para desacoplar trabalho lento em segundo plano do ciclo de requisição-resposta.
cnt_0130,Particionamento de banco de dados a fundo: particionamento por faixa (range),Databases,37,particionamento de banco de dados a fundo particionamento por faixa range . uma visão geral de particionamento por faixa range em particionamento de banco de dados com foco em dividir tabelas grandes por data ou outra chave.
cnt_0131,Visualização de matriz de confusão,Data Science,20,visualização de matriz de confusão. criando heatmaps claros de matriz de confusão com seaborn para avaliar erros de predição multiclasse.
cnt_0132,Por que a arquitetura de bridge importa em React Native,Mobile,36,por que a arquitetura de bridge importa em react native. notas práticas sobre a arquitetura de bridge usando react native com o objetivo de permitir que o javascript se comunique com módulos nativos ios e android.
cnt_0133,Um guia prático de tsvector do PostgreSQL,Databases,32,um guia prático de tsvector do postgresql. explorando tsvector do postgresql com busca full-text como uma forma de buscar em campos de texto grandes de forma eficiente dentro do banco de dados.
cnt_0134,JWT: autenticação sem estado,Backend,22,jwt autenticação sem estado. como jwt lida com autenticação sem estado útil para emitir tokens assinados em vez de sessões no servidor.
cnt_0135,Registries de containers na nuvem,Cloud,21,registries de containers na nuvem. armazenando gerenciando e escaneando imagens de containers docker no oci registry ou aws ecr com segurança.
cnt_0136,Entendendo gerenciamento de metadados em catalogação de dados,Data Engineering,27,entendendo gerenciamento de metadados em catalogação de dados. explorando gerenciamento de metadados com catalogação de dados como uma forma de tornar datasets descobríveis em toda a organização.
cnt_0137,Web Vitals a fundo: Largest Contentful Paint,Frontend,26,web vitals a fundo largest contentful paint. como web vitals lida com largest contentful paint útil para medir o desempenho de carregamento percebido por usuários reais.
